game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2025_01_TEN_DEN,2025,REG,1,2025-09-07,Sunday,16:05,TEN,12,DEN,20,Home,8,32,0,2025090708,59853,NA,202509070den,28428,401772832,6744,7,7,350,-455,8.5,-105,-115,42.5,-108,-112,0,outdoors,grass,84,6,00-0040676,00-0039732,Cam Ward,Bo Nix,Brian Callahan,Sean Payton,Alex Kemp,DEN00,Empower Field at Mile High
2025_01_SF_SEA,2025,REG,1,2025-09-07,Sunday,16:05,SF,17,SEA,13,Home,-4,30,0,2025090709,59854,NA,202509070sea,28429,401772831,6745,7,7,-135,114,-2.5,-105,-115,43.5,-112,-108,1,outdoors,fieldturf,67,6,00-0037834,00-0034869,Brock Purdy,Sam Darnold,Kyle Shanahan,Mike Macdonald,Shawn Hochuli,SEA00,Lumen Field
2025_01_DET_GB,2025,REG,1,2025-09-07,Sunday,16:25,DET,13,GB,27,Home,14,40,0,2025090710,59855,NA,202509070gnb,28430,401772722,6746,7,7,100,-120,1.5,-115,-105,48.5,-115,-105,1,outdoors,grass,60,5,00-0033106,00-0036264,Jared Goff,Jordan Love,Dan Campbell,Matt LaFleur,Clete Blakeman,GNB00,Lambeau Field
2025_01_HOU_LA,2025,REG,1,2025-09-07,Sunday,16:25,HOU,9,LA,14,Home,5,23,0,2025090711,59856,NA,202509070ram,28431,401772723,6747,7,7,140,-166,3.5,-118,-102,43.5,-115,-105,0,dome,matrixturf,NA,NA,00-0039163,00-0026498,C.J. Stroud,Matthew Stafford,DeMeco Ryans,Sean McVay,Craig Wrolstad,LAX01,SoFi Stadium
2025_01_BAL_BUF,2025,REG,1,2025-09-07,Sunday,20:20,BAL,40,BUF,41,Home,1,81,0,2025090712,59857,NA,202509070buf,28432,401772918,6748,7,7,-130,110,-1.5,-118,-102,50.5,-105,-115,0,outdoors,a_turf,58,8,00-0034796,00-0034857,Lamar Jackson,Josh Allen,John Harbaugh,Sean McDermott,John Hussey,BUF00,New Era Field
2025_01_MIN_CHI,2025,REG,1,2025-09-08,Monday,20:15,MIN,27,CHI,24,Home,-3,51,0,2025090800,59858,NA,202509080chi,28433,401772810,6749,7,7,-112,-108,-1.5,100,-120,43.5,-112,-108,1,outdoors,grass,68,6,00-0039923,00-0039918,J.J. McCarthy,Caleb Williams,Kevin O'Connell,Ben Johnson,Alan Eck,CHI98,Soldier Field
2025_02_WAS_GB,2025,REG,2,2025-09-11,Thursday,20:15,WAS,18,GB,27,Home,9,45,0,2025091100,59859,NA,202509110gnb,28434,401772936,6750,4,4,154,-185,3.5,-118,-102,48.5,-105,-115,0,outdoors,grass,65,7,00-0039910,00-0036264,Jayden Daniels,Jordan Love,Dan Quinn,Matt LaFleur,Brad Rogers,GNB00,Lambeau Field
2025_02_CLE_BAL,2025,REG,2,2025-09-14,Sunday,13:00,CLE,17,BAL,41,Home,24,58,0,2025091400,59860,NA,202509140rav,28435,401772726,6751,7,7,600,-900,12.5,-105,-115,46.5,-110,-110,1,outdoors,grass,82,3,00-0026158,00-0034796,Joe Flacco,Lamar Jackson,Kevin Stefanski,John Harbaugh,Brad Allen,BAL00,M&T Bank Stadium
2025_02_JAX_CIN,2025,REG,2,2025-09-14,Sunday,13:00,JAX,27,CIN,31,Home,4,58,0,2025091401,59861,NA,202509140cin,28436,401772725,6752,7,7,160,-192,3.5,-115,-105,49.5,-115,-105,0,outdoors,fieldturf,85,3,00-0036971,00-0036442,Trevor Lawrence,Joe Burrow,Liam Coen,Zac Taylor,Alan Eck,CIN00,Paycor Stadium
2025_02_NYG_DAL,2025,REG,2,2025-09-14,Sunday,13:00,NYG,37,DAL,40,Home,3,77,1,2025091402,59862,NA,202509140dal,28437,401772834,6753,7,10,195,-238,4.5,100,-120,44.5,-110,-110,1,closed,matrixturf,NA,NA,00-0029263,00-0033077,Russell Wilson,Dak Prescott,Brian Daboll,Brian Schottenheimer,Bill Vinovich,DAL00,AT&T Stadium
2025_02_CHI_DET,2025,REG,2,2025-09-14,Sunday,13:00,CHI,21,DET,52,Home,31,73,0,2025091403,59863,NA,202509140det,28438,401772835,6754,6,7,220,-270,6,-110,-110,46.5,-112,-108,1,dome,fieldturf,NA,NA,00-0039918,00-0033106,Caleb Williams,Jared Goff,Ben Johnson,Dan Campbell,Land Clark,DET00,Ford Field
2025_02_NE_MIA,2025,REG,2,2025-09-14,Sunday,13:00,NE,33,MIA,27,Home,-6,60,0,2025091404,59864,NA,202509140mia,28439,401772728,6755,7,7,105,-125,1.5,-110,-110,43.5,-115,-105,1,outdoors,grass,89,4,00-0039851,00-0036212,Drake Maye,Tua Tagovailoa,Mike Vrabel,Mike McDaniel,Alex Moore,MIA00,Hard Rock Stadium
2025_02_SF_NO,2025,REG,2,2025-09-14,Sunday,13:00,SF,26,NO,21,Home,-5,47,0,2025091405,59865,NA,202509140nor,28440,401772833,6756,7,7,-166,140,-3,-110,-110,40.5,-105,-115,0,dome,sportturf,NA,NA,00-0036972,00-0039376,Mac Jones,Spencer Rattler,Kyle Shanahan,Kellen Moore,Shawn Smith,NOR00,Mercedes-Benz Superdome
2025_02_BUF_NYJ,2025,REG,2,2025-09-14,Sunday,13:00,BUF,30,NYJ,10,Home,-20,40,0,2025091406,59866,NA,202509140nyj,28441,401772727,6757,7,7,-290,235,-6,-112,-108,47.5,-110,-110,1,outdoors,fieldturf,80,3,00-0034857,00-0036945,Josh Allen,Justin Fields,Sean McDermott,Aaron Glenn,Clete Blakeman,NYC01,MetLife Stadium
2025_02_SEA_PIT,2025,REG,2,2025-09-14,Sunday,13:00,SEA,31,PIT,17,Home,-14,48,0,2025091407,59867,NA,202509140pit,28442,401772836,6758,7,7,160,-192,3.5,-110,-110,40.5,-108,-112,0,outdoors,grass,79,5,00-0034869,00-0023459,Sam Darnold,Aaron Rodgers,Mike Macdonald,Mike Tomlin,Scott Novak,PIT00,Acrisure Stadium
2025_02_LA_TEN,2025,REG,2,2025-09-14,Sunday,13:00,LA,33,TEN,19,Home,-14,52,0,2025091408,59868,NA,202509140oti,28443,401772724,6759,7,7,-250,205,-5.5,-108,-112,41.5,-112,-108,0,outdoors,grass,83,3,00-0026498,00-0040676,Matthew Stafford,Cam Ward,Sean McVay,Brian Callahan,John Hussey,NAS00,Nissan Stadium
2025_02_CAR_ARI,2025,REG,2,2025-09-14,Sunday,16:05,CAR,22,ARI,27,Home,5,49,0,2025091409,59869,NA,202509140crd,28445,401772730,6760,7,7,250,-310,7,-110,-110,45.5,-110,-110,0,closed,grass,NA,NA,00-0039150,00-0035228,Bryce Young,Kyler Murray,Dave Canales,Jonathan Gannon,Ron Torbert,PHO00,State Farm Stadium
2025_02_DEN_IND,2025,REG,2,2025-09-14,Sunday,16:05,DEN,28,IND,29,Home,1,57,0,2025091410,59870,NA,202509140clt,28444,401772729,6761,7,7,-130,110,-2.5,-105,-115,43.5,-112,-108,0,closed,fieldturf,NA,NA,00-0039732,00-0035710,Bo Nix,Daniel Jones,Sean Payton,Shane Steichen,Craig Wrolstad,IND00,Lucas Oil Stadium
2025_02_PHI_KC,2025,REG,2,2025-09-14,Sunday,16:25,PHI,20,KC,17,Home,-3,37,0,2025091411,59871,NA,202509140kan,28446,401772837,6762,10,9,-122,102,-1.5,-110,-110,46.5,-102,-118,0,outdoors,grass,88,12,00-0036389,00-0033873,Jalen Hurts,Patrick Mahomes,Nick Sirianni,Andy Reid,Alex Kemp,KAN00,GEHA Field at Arrowhead Stadium
2025_02_ATL_MIN,2025,REG,2,2025-09-14,Sunday,20:20,ATL,22,MIN,6,Home,-16,28,0,2025091412,59872,NA,202509140min,28447,401772919,6763,7,6,150,-180,3.5,-115,-105,44.5,-110,-110,0,dome,sportturf,NA,NA,00-0039917,00-0039923,Michael Penix,J.J. McCarthy,Raheem Morris,Kevin O'Connell,Adrian Hill,MIN01,U.S. Bank Stadium
2025_02_TB_HOU,2025,REG,2,2025-09-15,Monday,19:00,TB,20,HOU,19,Home,-1,39,0,2025091500,59873,NA,202509150htx,28448,401772715,6765,8,8,114,-135,2.5,-110,-110,42.5,-110,-110,0,closed,astroturf,NA,NA,00-0034855,00-0039163,Baker Mayfield,C.J. Stroud,Todd Bowles,DeMeco Ryans,Shawn Hochuli,HOU00,NRG Stadium
2025_02_LAC_LV,2025,REG,2,2025-09-15,Monday,22:00,LAC,20,LV,9,Home,-11,29,0,2025091501,59874,NA,202509150rai,28449,401772811,6764,10,8,-198,164,-3.5,-105,-115,46.5,-102,-118,1,dome,grass,NA,NA,00-0036355,00-0030565,Justin Herbert,Geno Smith,Jim Harbaugh,Pete Carroll,Clay Martin,VEG00,Allegiant Stadium
2025_03_MIA_BUF,2025,REG,3,2025-09-18,Thursday,20:15,MIA,21,BUF,31,Home,10,52,0,2025091800,59875,NA,202509180buf,28450,401772937,6766,4,4,550,-800,12.5,-110,-110,50.5,-112,-108,1,outdoors,a_turf,68,7,00-0036212,00-0034857,Tua Tagovailoa,Josh Allen,Mike McDaniel,Sean McDermott,Alan Eck,BUF00,New Era Field
2025_03_ATL_CAR,2025,REG,3,2025-09-21,Sunday,13:00,ATL,0,CAR,30,Home,30,30,0,2025092100,59876,NA,202509210car,28452,401772838,6767,7,7,-225,185,-5.5,-105,-115,44.5,-115,-105,1,outdoors,grass,83,5,00-0039917,00-0039150,Michael Penix,Bryce Young,Raheem Morris,Dave Canales,Craig Wrolstad,CAR00,Bank of America Stadium
2025_03_GB_CLE,2025,REG,3,2025-09-21,Sunday,13:00,GB,10,CLE,13,Home,3,23,0,2025092101,59877,NA,202509210cle,28453,401772842,6768,10,7,-470,360,-8.5,-102,-118,41.5,-115,-105,0,outdoors,grass,79,10,00-0036264,00-0026158,Jordan Love,Joe Flacco,Matt LaFleur,Kevin Stefanski,Carl Cheffers,CLE00,FirstEnergy Stadium
2025_03_HOU_JAX,2025,REG,3,2025-09-21,Sunday,13:00,HOU,10,JAX,17,Home,7,27,0,2025092102,59878,NA,202509210jax,28454,401772734,6769,6,7,105,-125,1.5,-108,-112,43.5,-115,-105,1,outdoors,grass,85,11,00-0039163,00-0036971,C.J. Stroud,Trevor Lawrence,DeMeco Ryans,Liam Coen,Alex Kemp,JAX00,TIAA Bank Stadium
2025_03_CIN_MIN,2025,REG,3,2025-09-21,Sunday,13:00,CIN,10,MIN,48,Home,38,58,0,2025092103,59879,NA,202509210min,28455,401772731,6770,7,7,136,-162,3,-110,-110,41.5,-105,-115,0,dome,sportturf,NA,NA,00-0035100,00-0032950,Jake Browning,Carson Wentz,Zac Taylor,Kevin O'Connell,Ron Torbert,MIN01,U.S. Bank Stadium
2025_03_PIT_NE,2025,REG,3,2025-09-21,Sunday,13:00,PIT,21,NE,14,Home,-7,35,0,2025092104,59880,NA,202509210nwe,28456,401772732,6771,7,7,-120,100,-1.5,-105,-115,44.5,-112,-108,0,outdoors,fieldturf,66,5,00-0023459,00-0039851,Aaron Rodgers,Drake Maye,Mike Tomlin,Mike Vrabel,Clete Blakeman,BOS00,Gillette Stadium
2025_03_LA_PHI,2025,REG,3,2025-09-21,Sunday,13:00,LA,26,PHI,33,Home,7,59,0,2025092105,59881,NA,202509210phi,28457,401772839,6772,7,7,164,-198,3.5,-108,-112,45.5,-108,-112,0,outdoors,grass,73,9,00-0026498,00-0036389,Matthew Stafford,Jalen Hurts,Sean McVay,Nick Sirianni,Brad Rogers,PHI00,Lincoln Financial Field
2025_03_NYJ_TB,2025,REG,3,2025-09-21,Sunday,13:00,NYJ,27,TB,29,Home,2,56,0,2025092106,59882,NA,202509210tam,28458,401772840,6773,7,6,275,-345,6.5,-105,-115,43.5,-115,-105,0,outdoors,grass,88,5,00-0028118,00-0034855,Tyrod Taylor,Baker Mayfield,Aaron Glenn,Todd Bowles,Adrian Hill,TAM00,Raymond James Stadium
2025_03_IND_TEN,2025,REG,3,2025-09-21,Sunday,13:00,IND,41,TEN,20,Home,-21,61,0,2025092107,59883,NA,202509210oti,28459,401772733,6774,7,7,-245,200,-6,-108,-112,43.5,-115,-105,1,outdoors,grass,84,8,00-0035710,00-0040676,Daniel Jones,Cam Ward,Shane Steichen,Brian Callahan,Scott Novak,NAS00,Nissan Stadium
2025_03_LV_WAS,2025,REG,3,2025-09-21,Sunday,13:00,LV,24,WAS,41,Home,17,65,0,2025092108,59884,NA,202509210was,28460,401772841,6775,6,10,130,-155,2.5,100,-120,43.5,-110,-110,0,outdoors,grass,72,6,00-0030565,00-0032268,Geno Smith,Marcus Mariota,Pete Carroll,Dan Quinn,Shawn Hochuli,WAS00,FedExField
2025_03_DEN_LAC,2025,REG,3,2025-09-21,Sunday,16:05,DEN,20,LAC,23,Home,3,43,0,2025092109,59885,NA,202509210sdg,28461,401772735,6776,7,6,130,-155,2.5,100,-120,45.5,-110,-110,1,dome,matrixturf,NA,NA,00-0039732,00-0036355,Bo Nix,Justin Herbert,Sean Payton,Jim Harbaugh,Shawn Smith,LAX01,SoFi Stadium
2025_03_NO_SEA,2025,REG,3,2025-09-21,Sunday,16:05,NO,13,SEA,44,Home,31,57,0,2025092110,59886,NA,202509210sea,28462,401772736,6777,7,7,295,-375,7.5,-115,-105,41.5,-108,-112,0,outdoors,fieldturf,63,3,00-0039376,00-0034869,Spencer Rattler,Sam Darnold,Kellen Moore,Mike Macdonald,Alex Moore,SEA00,Lumen Field
2025_03_DAL_CHI,2025,REG,3,2025-09-21,Sunday,16:25,DAL,14,CHI,31,Home,17,45,0,2025092111,59887,NA,202509210chi,28463,401772844,6778,7,7,-125,105,-1.5,-115,-105,49.5,100,-120,0,outdoors,grass,82,4,00-0033077,00-0039918,Dak Prescott,Caleb Williams,Brian Schottenheimer,Ben Johnson,Clay Martin,CHI98,Soldier Field
2025_03_ARI_SF,2025,REG,3,2025-09-21,Sunday,16:25,ARI,15,SF,16,Home,1,31,0,2025092112,59888,NA,202509210sfo,28464,401772843,6779,7,7,105,-125,1.5,-112,-108,44.5,-112,-108,1,outdoors,grass,72,7,00-0035228,00-0036972,Kyler Murray,Mac Jones,Jonathan Gannon,Kyle Shanahan,John Hussey,SFO01,Levi's Stadium
2025_03_KC_NYG,2025,REG,3,2025-09-21,Sunday,20:20,KC,22,NYG,9,Home,-13,31,0,2025092113,59889,NA,202509210nyg,28465,401772920,6780,7,7,-325,260,-6,-115,-105,44.5,-105,-115,0,outdoors,fieldturf,65,5,00-0033873,00-0029263,Patrick Mahomes,Russell Wilson,Andy Reid,Brian Daboll,Land Clark,NYC01,MetLife Stadium
2025_03_DET_BAL,2025,REG,3,2025-09-22,Monday,20:15,DET,38,BAL,30,Home,-8,68,0,2025092200,59890,NA,202509220rav,28451,401772812,6781,8,8,200,-245,4.5,-105,-115,53.5,-105,-115,0,outdoors,grass,74,7,00-0033106,00-0034796,Jared Goff,Lamar Jackson,Dan Campbell,John Harbaugh,Bill Vinovich,BAL00,M&T Bank Stadium
2025_04_SEA_ARI,2025,REG,4,2025-09-25,Thursday,20:15,SEA,NA,ARI,NA,Home,NA,NA,NA,2025092500,NA,NA,202509250crd,28466,401772938,6782,4,4,-125,105,-1.5,-105,-115,43.5,-115,-105,1,closed,grass,NA,NA,00-0034869,00-0035228,Sam Darnold,Kyler Murray,Mike Macdonald,Jonathan Gannon,NA,PHO00,State Farm Stadium
2025_04_MIN_PIT,2025,REG,4,2025-09-28,Sunday,09:30,MIN,NA,PIT,NA,Neutral,NA,NA,NA,2025092800,NA,NA,202509280pit,28467,401772632,6783,7,7,-148,124,-2.5,-115,-105,40.5,-108,-112,0,outdoors,grass,NA,NA,00-0032950,00-0023459,Carson Wentz,Aaron Rodgers,Kevin O'Connell,Mike Tomlin,NA,PIT00,Acrisure Stadium
2025_04_WAS_ATL,2025,REG,4,2025-09-28,Sunday,13:00,WAS,NA,ATL,NA,Home,NA,NA,NA,2025092801,NA,NA,202509280atl,28468,401772739,6784,7,7,-112,-108,1.5,-125,105,44.5,-105,-115,0,closed,fieldturf,NA,NA,00-0039910,00-0039917,Jayden Daniels,Michael Penix,Dan Quinn,Raheem Morris,NA,ATL97,Mercedes-Benz Stadium
2025_04_NO_BUF,2025,REG,4,2025-09-28,Sunday,13:00,NO,NA,BUF,NA,Home,NA,NA,NA,2025092802,NA,NA,202509280buf,28469,401772740,6785,7,10,850,-1450,15.5,-108,-112,47.5,-105,-115,0,outdoors,a_turf,NA,NA,00-0039376,00-0034857,Spencer Rattler,Josh Allen,Kellen Moore,Sean McDermott,NA,BUF00,New Era Field
2025_04_CLE_DET,2025,REG,4,2025-09-28,Sunday,13:00,CLE,NA,DET,NA,Home,NA,NA,NA,2025092803,NA,NA,202509280det,28470,401772846,6786,7,6,400,-535,10,-115,-105,44.5,-115,-105,0,dome,fieldturf,NA,NA,00-0026158,00-0033106,Joe Flacco,Jared Goff,Kevin Stefanski,Dan Campbell,NA,DET00,Ford Field
2025_04_TEN_HOU,2025,REG,4,2025-09-28,Sunday,13:00,TEN,NA,HOU,NA,Home,NA,NA,NA,2025092804,NA,NA,202509280htx,28471,401772738,6787,7,7,285,-360,7,-105,-115,38.5,-110,-110,1,closed,astroturf,NA,NA,00-0040676,00-0039163,Cam Ward,C.J. Stroud,Brian Callahan,DeMeco Ryans,NA,HOU00,NRG Stadium
2025_04_CAR_NE,2025,REG,4,2025-09-28,Sunday,13:00,CAR,NA,NE,NA,Home,NA,NA,NA,2025092805,NA,NA,202509280nwe,28472,401772847,6788,7,7,190,-230,5.5,-110,-110,43.5,-118,-102,0,outdoors,fieldturf,NA,NA,00-0039150,00-0039851,Bryce Young,Drake Maye,Dave Canales,Mike Vrabel,NA,BOS00,Gillette Stadium
2025_04_LAC_NYG,2025,REG,4,2025-09-28,Sunday,13:00,LAC,NA,NYG,NA,Home,NA,NA,NA,2025092806,NA,NA,202509280nyg,28473,401772737,6789,7,7,-285,230,-6,-110,-110,43.5,-105,-115,0,outdoors,fieldturf,NA,NA,00-0036355,00-0040691,Justin Herbert,Jaxson Dart,Jim Harbaugh,Brian Daboll,NA,NYC01,MetLife Stadium
2025_04_PHI_TB,2025,REG,4,2025-09-28,Sunday,13:00,PHI,NA,TB,NA,Home,NA,NA,NA,2025092807,NA,NA,202509280tam,28474,401772845,6790,7,7,-198,164,-3.5,-105,-115,43.5,-105,-115,0,outdoors,grass,NA,NA,00-0036389,00-0034855,Jalen Hurts,Baker Mayfield,Nick Sirianni,Todd Bowles,NA,TAM00,Raymond James Stadium
2025_04_IND_LA,2025,REG,4,2025-09-28,Sunday,16:05,IND,NA,LA,NA,Home,NA,NA,NA,2025092808,NA,NA,202509280ram,28475,401772849,6791,7,7,160,-192,3.5,-105,-115,49.5,-105,-115,0,dome,matrixturf,NA,NA,00-0035710,00-0026498,Daniel Jones,Matthew Stafford,Shane Steichen,Sean McVay,NA,LAX01,SoFi Stadium
2025_04_JAX_SF,2025,REG,4,2025-09-28,Sunday,16:05,JAX,NA,SF,NA,Home,NA,NA,NA,2025092809,NA,NA,202509280sfo,28476,401772848,6792,7,7,154,-185,3.5,-118,-102,47.5,-115,-105,0,outdoors,grass,NA,NA,00-0036971,00-0036972,Trevor Lawrence,Mac Jones,Liam Coen,Kyle Shanahan,NA,SFO01,Levi's Stadium
2025_04_BAL_KC,2025,REG,4,2025-09-28,Sunday,16:25,BAL,NA,KC,NA,Home,NA,NA,NA,2025092810,NA,NA,202509280kan,28478,401772741,6793,6,7,-148,124,-2.5,-120,100,48.5,-105,-115,0,outdoors,grass,NA,NA,00-0034796,00-0033873,Lamar Jackson,Patrick Mahomes,John Harbaugh,Andy Reid,NA,KAN00,GEHA Field at Arrowhead Stadium
2025_04_CHI_LV,2025,REG,4,2025-09-28,Sunday,16:25,CHI,NA,LV,NA,Home,NA,NA,NA,2025092811,NA,NA,202509280rai,28477,401772742,6794,7,7,-105,-115,1.5,-120,100,47.5,-105,-115,0,dome,grass,NA,NA,00-0039918,00-0030565,Caleb Williams,Geno Smith,Ben Johnson,Pete Carroll,NA,VEG00,Allegiant Stadium
2025_04_GB_DAL,2025,REG,4,2025-09-28,Sunday,20:20,GB,NA,DAL,NA,Home,NA,NA,NA,2025092812,NA,NA,202509280dal,28479,401772921,6795,7,7,-345,275,-7,-105,-115,47.5,-115,-105,0,closed,matrixturf,NA,NA,00-0036264,00-0033077,Jordan Love,Dak Prescott,Matt LaFleur,Brian Schottenheimer,NA,DAL00,AT&T Stadium
2025_04_NYJ_MIA,2025,REG,4,2025-09-29,Monday,19:15,NYJ,NA,MIA,NA,Home,NA,NA,NA,2025092900,NA,NA,202509290mia,28481,401772813,6796,8,11,130,-155,3,-118,-102,44.5,-105,-115,1,outdoors,grass,NA,NA,00-0036945,00-0036212,Justin Fields,Tua Tagovailoa,Aaron Glenn,Mike McDaniel,NA,MIA00,Hard Rock Stadium
2025_04_CIN_DEN,2025,REG,4,2025-09-29,Monday,20:15,CIN,NA,DEN,NA,Home,NA,NA,NA,2025092901,NA,NA,202509290den,28480,401772716,6797,8,8,300,-380,7.5,-115,-105,44.5,-115,-105,0,outdoors,grass,NA,NA,00-0035100,00-0039732,Jake Browning,Bo Nix,Zac Taylor,Sean Payton,NA,DEN00,Empower Field at Mile High
2025_05_SF_LA,2025,REG,5,2025-10-02,Thursday,20:15,SF,NA,LA,NA,Home,NA,NA,NA,2025100200,NA,NA,202510020ram,28482,401772939,6798,4,4,136,-162,3,-110,-110,46.5,-105,-115,1,dome,matrixturf,NA,NA,00-0036972,00-0026498,Mac Jones,Matthew Stafford,Kyle Shanahan,Sean McVay,NA,LAX01,SoFi Stadium
2025_05_MIN_CLE,2025,REG,5,2025-10-05,Sunday,09:30,MIN,NA,CLE,NA,Neutral,NA,NA,NA,2025100500,NA,NA,202510050cle,28483,401772633,6799,7,7,-225,185,-4.5,-115,-105,38.5,-110,-110,0,outdoors,grass,NA,NA,00-0032950,00-0026158,Carson Wentz,Joe Flacco,Kevin O'Connell,Kevin Stefanski,NA,CLE00,FirstEnergy Stadium
2025_05_HOU_BAL,2025,REG,5,2025-10-05,Sunday,13:00,HOU,NA,BAL,NA,Home,NA,NA,NA,2025100501,NA,NA,202510050rav,28484,401772743,6800,7,7,380,-500,9.5,-110,-110,45.5,-105,-115,0,outdoors,grass,NA,NA,00-0039163,00-0034796,C.J. Stroud,Lamar Jackson,DeMeco Ryans,John Harbaugh,NA,BAL00,M&T Bank Stadium
2025_05_MIA_CAR,2025,REG,5,2025-10-05,Sunday,13:00,MIA,NA,CAR,NA,Home,NA,NA,NA,2025100502,NA,NA,202510050car,28485,401772852,6801,6,7,-105,-115,1.5,-115,-105,46.5,-110,-110,0,outdoors,grass,NA,NA,00-0036212,00-0039150,Tua Tagovailoa,Bryce Young,Mike McDaniel,Dave Canales,NA,CAR00,Bank of America Stadium
2025_05_LV_IND,2025,REG,5,2025-10-05,Sunday,13:00,LV,NA,IND,NA,Home,NA,NA,NA,2025100503,NA,NA,202510050clt,28486,401772851,6802,7,7,220,-270,6,-110,-110,48.5,-115,-105,0,closed,fieldturf,NA,NA,00-0030565,00-0035710,Geno Smith,Daniel Jones,Pete Carroll,Shane Steichen,NA,IND00,Lucas Oil Stadium
